SP ID,Work Experience/Designation,Education/Qualifications,Education/Specialization
581622.0,"['Senior Interaction Designer', 'Founder & CEO']",['Bachelor of Design (B.Des)'],['Product Design']
581585.0,['Software Engineer'],['Master of Engineering (M.E.)'],['Computer Science']
581526.0,['NA'],['Bachelor of Business Administration (B.B.A.)'],['Marketing']
581525.0,"['Apprentice', 'ASSISTANT MANAGER UNDERWRITING', 'MANAGER (FINANCE & ACCOUNTS)']","['Master of Library Science (M.L.Sc)', 'Bachelor of Library Science (B.L.Sc)', 'Other', 'Bachelor of Commerce (B.Com)', 'Other', 'Other', 'HSC/12', 'SSLC/10']","['LIBRARY AND INFORMATION SCIENCE', 'LIBRARY AND INFORMATION SCIENCE', 'NATIONAL ELIGIBILITY TEST FOR ASSISTANT PROFESSOR IN LIBRARY AND INFORMATION SCIENCE', 'COMMERCE', 'CA IPCE GROUP II', 'CA IPCE GROUP I', 'COMMERCE']"
581511.0,['NA'],['Bachelor of Science (B.Sc)'],['Information technology']
581467.0,['youtube optimiser'],['NA'],['NA']
581400.0,['General worker'],['SSLC/10'],['NA']
581391.0,['NA'],['Bachelor of Engineering (B.E.)'],['NA']
581340.0,['Assistant doctor'],['Bachelor of Homeopathic Medicine & Surgery (B.H.M.S.)'],['Not yet']
581284.0,"['Librarian cum assistant teacher', 'Executive', 'Executive', 'PA- II', 'Librarian cum assistant teacher']","['Bachelor of Commerce (B.Com)', 'Bachelor of Library Science (B.L.Sc)', 'Master of Library Science (M.L.Sc)']","['Taxation, Audit', 'Library and information science', 'Digital library, knowledge management']"
581265.0,['Farmer'],['Other'],['Arts']
581241.0,['NA'],['Bachelor of Science (B.Sc)'],['NA']
581237.0,"['Founder', 'Intern', 'Intern']",['Bachelor of Business Administration (B.B.A.)'],['International business']
581206.0,['NA'],['Bachelor of Commerce (B.Com)'],['NA']
581186.0,['Software developer'],['Master of Computer Application (M.C.A.)'],['Computer']
581148.0,['NA'],['SSLC/10'],['NA']
581137.0,['Art Teacher'],['Bachelor of Arts (B.A.)'],['Painting']
581125.0,['NA'],"['Bachelor of Science (B.Sc)', 'Master of Science (M.Sc)']","['Physics', 'Physics']"
581117.0,"['PHARMACIST', 'INTERN PHARMACIST', 'PHARMACIST', 'PHARMACIST']",['Bachelor of Pharmacy (B. Pharma)'],['NA']
581068.0,"['COMPANY SECRETARY', 'LEGAL ASSOCIATE']",['Postgraduate'],['LAW']
581042.0,['NA'],['Bachelor of Technology (B.Tech)'],['NA']
581011.0,['NA'],['Bachelor of Commerce (B.Com)'],['Accounts']
580943.0,"['Machine operator', 'Machine operator', 'Machine operator']",['Other'],['Industrial training institute']
580942.0,"['Manager And Barista', 'Barista', 'Barista']","['HSC/12', 'Bachelor of Computer Application (B.C.A.)']","['Computer Science', 'Computer Science']"
580926.0,"['SDE', 'SDE2']",['Bachelor of Technology (B.Tech)'],['Computer Science and Engineering']
580924.0,['NA'],['SSLC/10'],['Learner']
580920.0,['Manager'],['Undergraduate'],['Psychology']
580915.0,['Engineer'],"['Bachelor of Engineering (B.E.)', 'Master - Other']",['NA']
580901.0,['Manager'],['Bachelor of Technology (B.Tech)'],['Metallurgical and Materials engineering']
580897.0,"['Kindergarten teacher', 'Kindergarten teacher', 'Kindergarten teacher (Forest Kindergarten)', 'Assistence for people with disabilities.']",['Bachelor of Arts (B.A.)'],['Social Work']
580880.0,['NA'],['Bachelor of Commerce (B.Com)'],['Accounts']
580871.0,['NA'],['Bachelor of Business Administration (B.B.A.)'],['Foreign trade']
580870.0,['Sports analyst'],['Master of Science (M.Sc)'],['Botany']
580850.0,"['Receptionist', 'Front-end developer']",['Bachelor of Arts (B.A.)'],['Commerce and marketing']
580825.0,"['Manager', 'Consultant']","['Bachelor of Engineering (B.E.)', 'Master of Business Administration (M.B.A.)']","['Civil', 'Finance']"
580824.0,"['ACCOUNT ASSISTANT', 'ARTICLE CLERK']",['Bachelor of Commerce (B.Com)'],['ACCOUNTS']
580813.0,['Cabin crew'],['Bachelor of Fine Arts (B.F.A.)'],['print making']
580807.0,['Manager in charge'],"['Bachelor of Arts (B.A.)', 'Diploma']","['BA Programme', 'School of fashion design']"
580777.0,['NA'],['Other'],['NA']
580775.0,['Manager'],['Master of Business Administration (M.B.A.)'],['Finance and Marketing']
580726.0,"['Store manager', 'Jr Accountant']",['Bachelor of Commerce (B.Com)'],['NA']
580714.0,"['Senior Business Development Executive', 'Marketing Analyst Intern']","['Master of Science (M.Sc)', 'Bachelor of Arts (B.A.)']","['Marketing', 'Classics']"
580693.0,['Subject Matter Expert'],['Bachelor of Science (B.Sc)'],['Physics']
580668.0,"['Software Developer', 'Software Developer']","['Bachelor - Other', 'Master of Science (M.Sc)', 'Master of Engineering (M.E.)']","['Electronics and Electrical Engineering', 'Chemistry', 'Computer Science']"
580664.0,"['Engineer 1', 'Associate']",['Master of Engineering (M.E.)'],['Mechanical']
580661.0,['Process executive'],['Master - Other'],['Business analytics']
580602.0,"['Store Manager', 'Store Manager']",['NA'],['NA']
580596.0,"['Project Coordinator', 'Intern', 'Field officer']",['Master of Social Work (M.S.W / M.O.S.S.)'],['Social work']
580592.0,"['Senior Accountant', 'Audit Supervisor', 'Semi-Senior Accounts and Audit Officer']",['Diploma'],['Accounting']
580544.0,['Teacher'],['Bachelor of Education (B.Ed.)'],['Maths english']
580527.0,['NA'],"['Bachelor of Arts (B.A.)', 'SSLC/10', 'HSC/12']",['NA']
580521.0,"['Support Executive', 'Support Executive']",['HSC/12'],['Na']
580511.0,['SUPERVISOR'],['Bachelor of Business Administration (B.B.A.)'],['Hotel and Tourism']
580485.0,"['Asst. professor Guest', 'Asst. Professor Guest']",['Ph.D'],['Urban Geomorphology']
580435.0,"['Manager', 'Associate Consultant']","['Master of Business Administration (M.B.A.)', 'Bachelor of Technology (B.Tech)']","['IT Management', 'Computer Science engineering']"
580427.0,['Business Development Rep.'],['HSC/12'],['PCM with Physical Education']
580407.0,['NA'],['Bachelor of Science (B.Sc)'],['NA']
580395.0,['NA'],['Bachelor of Arts (B.A.)'],['Public Administration and Sociology']
580369.0,"['HR Manager', 'HR Generalist']",['Master of Business Administration (M.B.A.)'],['Human Resources']
580353.0,['NA'],['Bachelor of Technology (B.Tech)'],['Electronics and communication']
580334.0,['IT recruiter'],['Bachelor of Business Administration (B.B.A.)'],['Human resource']
580321.0,"['Front End Designer', 'Front End Designer']",['Bachelor of Arts (B.A.)'],['UX Design and Full Stack Development']
580284.0,['Junior under Senior ship advocate.'],['Bachelor of Law (B.L. / LLB)'],['Constitution of India']
580252.0,"['Graduate Research Assistant', 'Graduate Teaching Assistant', 'Supervisor', 'Graduate Research Assistant', 'Service Supervisor', 'Undergraduate Research Assistant', 'Undergraduate Teaching Assistant', 'Catering service', 'Line Cook', 'Supervisor']","['Bachelor of Science (B.Sc)', 'Master of Science (M.Sc)', 'Ph.D']","['Physics', 'Applied apahysics', 'Materials Science']"
580249.0,['NA'],['HSC/12'],['Education']
580199.0,['TGT'],['Bachelor of Arts (B.A.)'],['Arts']
580174.0,['Senior techn lead'],['Bachelor - Other'],['Coimbatore']
580122.0,['NA'],['HSC/12'],['Humanities']
580109.0,"['Lead designer', 'Lead designer']",['Diploma'],['Website designing']
580043.0,['Customer Service Department'],['Bachelor of Business Administration (B.B.A.)'],['Banking & Insurance']
580026.0,['NA'],['NA'],['NA']
580019.0,"['Junior Dentist', 'Proprietor']",['Bachelor of Dental Science (B.D.S.)'],['NA']
580002.0,"['ACCOUNTS MANAGER', 'ACCOUNTS ASSISSTANT']",['Bachelor of Commerce (B.Com)'],['NA']
579990.0,['Clerk'],['Bachelor of Science (B.Sc)'],['Mathematics']
579987.0,['NA'],['Bachelor of Technology (B.Tech)'],['Computer science and engineering']
579960.0,"['Server', 'Chef']",['Diploma'],['Business']
579945.0,"['Stewardess on Yacht', 'Waitress']",['Bachelor - Other'],['Économy and social']
579920.0,['Principal architect'],['Bachelor of Architecture (B.Arch)'],['Architecture']
579904.0,"['Owner', 'Owner']",['Master of Engineering (M.E.)'],['Structural Engineer']
579899.0,['NA'],['Bachelor of Arts (B.A.)'],['Philosophy']
579848.0,['NA'],['Bachelor of Engineering (B.E.)'],['Civil engineering']
579824.0,"['Awareness staff', 'Theatre artist']",['HSC/12'],['NA']
579807.0,['First AD'],['Bachelor - Other'],['Mathematics']
579792.0,"['Senior associate', 'Associate']",['Bachelor of Commerce (B.Com)'],['Commerce']
579790.0,['Legal Associate'],"['Bachelor of Law (B.L. / LLB)', 'Master of Law (M.L. / LLM)']",['NA']
579781.0,"['Assistant Professor', 'General Dentist']",['Master of Dental Science (M.D.S.)'],['Conservative dentistry and Endodontics']
579773.0,['Junior Resident'],['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['NA']
579752.0,['NA'],['Bachelor of Science (B.Sc)'],['Interior design']
579746.0,['NA'],['Undergraduate'],['PCB psychology']
579703.0,['Junior Auditor'],['Master of Commerce (M.Com)'],['Basic statatics and advance accounting']
579689.0,"['Sr. Executive', 'Sr. Executive']",['Bachelor of Commerce (B.Com)'],['Account']
579681.0,['Assistant Relationship Manager'],['Bachelor of Arts (B.A.)'],['NA']
579679.0,['Stylist & makeup artist'],['NA'],['NA']
579663.0,['Jr Engineer Planner'],['Master of Technology (M.Tech)'],['Urban Planning (Housing)']
579599.0,"['Frontend Developer', 'Frontend Developer']",['NA'],['NA']
579596.0,['Care taker'],"['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)']","['NA', 'Psychology']"
579590.0,"['Tech Lead', 'Senior Developer', 'Product Development - IoT', 'Robotics Engineer', 'TOE']",['Bachelor of Technology (B.Tech)'],['Computer Science & Engineering']
579488.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
579481.0,"['Sr analyst - data science', 'Ai software engineer', 'Deep learning intern']",['Bachelor of Engineering (B.E.)'],['Telecommunication']
579469.0,"['Strategic projects Manager and Supply Chain Analysis', 'Business Manager']",['Bachelor of Business Administration (B.B.A.)'],['NA']
579464.0,"['Financial Adviser', 'Financial Adviser', 'Office Operations Manager']","['Bachelor - Other', 'Diploma', 'Diploma']","['Mathematics', 'Event Management']"
579444.0,"['Financial planning and analysis Analyst', 'Risk Management Intern', 'Equity Derivatives Trader Intern']","['Bachelor - Other', 'Undergraduate']","['Bachelor in Economics', 'Mathematics']"
579438.0,"['Assistant article', 'Article Assistant']",['Bachelor of Commerce (B.Com)'],['Accounts']
579431.0,"['Stenographer', 'Stenographer']",['Bachelor of Arts (B.A.)'],['English honors']
579405.0,"['Partner', 'Partner']","['Bachelor of Law (B.L. / LLB)', 'Bachelor of Commerce (B.Com)']",['Income Tax and Property Laws']
579374.0,['Software Developer'],['Bachelor of Technology (B.Tech)'],['Food Technology']
579320.0,"['Internal Recruitment - Human Resources', 'People and Culture Coordinator']",['Bachelor of Business Administration (B.B.A.)'],['Human Resources']
579291.0,"['Proprietor', 'Freelancer, Surveyor, Interviewer', 'Proprietor']",['Bachelor of Commerce (B.Com)'],['Did UPSC Academy Coaching']
579265.0,['Video Editor'],['Bachelor of Business Administration (B.B.A.)'],['NA']
579254.0,['Project manager'],['Master of Engineering (M.E.)'],['Construction Management']
579213.0,"['Store Manager', 'Research Assistant', 'Video producer, Social media and digitial marketer']",['Bachelor of Science (B.Sc)'],['Honors in Psychology']
579181.0,"['Music Educator', 'Senior Business Development executive']",['NA'],['NA']
579133.0,['NA'],['NA'],['NA']
579087.0,['NA'],"['Bachelor of Technology (B.Tech)', 'HSC/12', 'SSLC/10']","['Civil', 'Science']"
579058.0,"['Asistant', 'Field executive']",['Bachelor of Science (B.Sc)'],['Agricultur']
578995.0,['Lead engineer'],['Bachelor of Engineering (B.E.)'],['Electronics and Communications engineering']
578976.0,"['Cashier', 'Data Engineer']",['Bachelor of Technology (B.Tech)'],['Mechanical']
578958.0,['2years experianced in photography'],['Undergraduate'],['Photography']
578949.0,['Sales Advisor'],['Bachelor of Arts (B.A.)'],['Fashion Design']
578895.0,['Marketing and Communication supervisor'],"['Bachelor of Arts (B.A.)', 'Diploma']","['Political Science', 'Marketing']"
578880.0,['Accoutant'],['Bachelor of Business Administration (B.B.A.)'],['NA']
578879.0,['NA'],"['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)']","['History', 'English Literature']"
578876.0,"['QA', 'Software engineer']","['Bachelor of Technology (B.Tech)', 'Master of Science (M.Sc)']","['Computer Science', 'Innovation and Entrepreneurship']"
578861.0,"['visual content creator-online', 'Photographer']",['Master of Arts (M.A.)'],['geography']
578826.0,['Asst. General Manager'],"['Master of Business Administration (M.B.A.)', 'Bachelor of Technology (B.Tech)', 'Diploma', 'HSC/12', 'SSLC/10']","['Operations', 'Industrial Engineering', 'Mechanical Engineering', 'Maths, Physics, Chemistry', 'Science']"
578818.0,['Senior Copywriter'],['Bachelor of Arts (B.A.)'],['English honors']
578814.0,['Cinematography'],['Bachelor - Other'],['NA']
578778.0,"['Export executive', 'Senior officer']",['Bachelor of Technology (B.Tech)'],['Fashion and apparel']
578759.0,['Freelancer'],['Bachelor - Other'],['electrical']
578751.0,['NA'],['Master of Science (M.Sc)'],['Nematology']
578693.0,['Sound Ingeneer'],['Bachelor of Arts (B.A.)'],['Sound Ingeneer']
578679.0,['Duty doctor'],['Bachelor of Ayurvedic Medicine and Surgery (B.A.M.S)'],['NA']
578675.0,['Data Entry Operator'],['Bachelor of Arts (B.A.)'],['NA']
578671.0,"['Export-Import', 'High school', 'Laboratory', 'Export-Import']",['Master of Science (M.Sc)'],['Molecular Biology in Medicine']
578662.0,"['Engineer', 'Engineer']",['Bachelor of Engineering (B.E.)'],['Civil']
578657.0,"['Research Associate', 'Internship']",['Master of Architecture (M. Arch)'],['Masters in Sustainable Architecture']
578642.0,['Housekeeping Room Attendant'],['Undergraduate'],['Arts']
578637.0,"['Customer service representative', 'Business development lead']",['Bachelor of Computer Application (B.C.A.)'],['NA']
578615.0,"['Software Engineer', 'Software Engineer']",['Bachelor of Technology (B.Tech)'],['NA']
578612.0,['Head of audit & operations'],['Other'],"['Financial management, cost management']"
578597.0,['NA'],['SSLC/10'],['Nice environment']
578567.0,['NA'],"['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)', 'Bachelor - Other']","['Sports', 'physical education']"
578559.0,['Science teacher'],['Bachelor of Engineering (B.E.)'],['Electronics and Communication']
578501.0,['Officer'],['Bachelor of Technology (B.Tech)'],['Mechanical']
578473.0,['NA'],['Bachelor of Commerce (B.Com)'],['COMMERCE']
578436.0,['NA'],"['HSC/12', 'HSC/12']",['NA']
578421.0,"['TECHNICAL BIOLOGIST', 'Marine scientist']","['Master of Science (M.Sc)', 'Ph.D']","['COASTAL AQUACULTURE AND MARINE BIOTECHNOLOGIES', 'COASTAL AQUACULTURE']"
578394.0,"['Worker', 'Salesman', 'Salesmen']",['SSLC/10'],['NA']
578363.0,['NA'],['Bachelor of Dental Science (B.D.S.)'],['General Dentistry']
578329.0,['NA'],"['Bachelor of Science (B.Sc)', 'Bachelor - Other']","['Botani', 'Naturopathy']"
578325.0,['GENERAL MANAGER NEAR EAST REGION'],['Other'],['DIPLOMA IN Fashion Design']
578319.0,['NA'],['HSC/12'],['NA']
578284.0,['NA'],"['Bachelor of Science (B.Sc)', 'Master of Science (M.Sc)']","['Biotechnology (hons)', 'Biotechnology (Microbial)']"
578279.0,"['Transport Planner and Analyst', 'Intern', 'Operations Manager', 'Intern']","['Postgraduate', 'Bachelor of Technology (B.Tech)']","['Transport Planning and Logistics Management', 'Civil Engineering']"
578273.0,['Intern'],['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['MBBS']
578245.0,"['Teacher', 'Teacher', 'Teacher']",['Bachelor of Arts (B.A.)'],['NA']
578242.0,['NA'],['Bachelor of Engineering (B.E.)'],['Mechanical']
578239.0,['Chinese language teacher'],['NA'],['NA']
578200.0,"['Associate Chief of Staff', 'Project Manager']",['NA'],['NA']
578196.0,"['Assistant manager(Quality)', 'Assistant manager(Quality)']",['Postgraduate'],['HR']
578159.0,['NA'],['Bachelor of Engineering (B.E.)'],['Mechanical Engineering']
578151.0,"['Website Designing , Photo Video Editing , AI Prompting', 'Data Entry and Archival Material Coordinator', 'Website Designing , Photo Video Editing , AI Prompting']","['HSC/12', 'Other']","['Agriculture', 'BSc In Agriculture']"
578131.0,['Proprietor'],['Bachelor of Science (B.Sc)'],"['Agriculture,Agricultural marketing and Cooperation']"
578112.0,['Data Analyst'],['Bachelor of Business Administration (B.B.A.)'],['NA']
578049.0,['NA'],['Bachelor of Arts (B.A.)'],['english literature']
577797.0,"['Quality Engineer', 'Quality Engineer', 'Quality Engineer']",['Bachelor of Technology (B.Tech)'],['Mechanical engineering']
577769.0,"['Logistic Mananger', 'Senior executive -Operations']",['Bachelor of Commerce (B.Com)'],['NA']
577767.0,['Hindi teacher'],['Bachelor - Other'],['Hindi ma']
577757.0,"['Consultant', 'Consultant']",['Bachelor of Engineering (B.E.)'],['Mechanical engineering']
577752.0,"['Senior Financial Analyst', 'Senior Accountant']",['Other'],['Accounts']
577750.0,['NA'],['Other'],['Data analytics']
577748.0,['NA'],['Bachelor of Business Administration (B.B.A.)'],['Normal']
577736.0,['Financial paraplannar/ analyst'],"['Bachelor of Business Administration (B.B.A.)', 'Master of Business Administration (M.B.A.)']","['International Business', 'Financial Management']"
577724.0,['Manager'],['Diploma'],['Apparel manufacture and design']
577717.0,['Software engineer'],['Bachelor of Technology (B.Tech)'],['Computer science']
577678.0,['Assistant Professor'],['Master of Engineering (M.E.)'],['Communication Engineering']
577668.0,"['Teacher', 'Teacher']",['HSC/12'],['NA']
577659.0,"['senior executive', 'Executive', 'senior executive']",['Bachelor of Science (B.Sc)'],['computer science']
577616.0,['Senior Engineer'],['NA'],['NA']
577583.0,"['Teacher', 'Teacher, coordinator']",['Master of Science (M.Sc)'],['Physics']
577558.0,"['Teacher', 'Teacher']",['Master of Computer Application (M.C.A.)'],['Computer software']
577545.0,['NA'],['Bachelor of Science (B.Sc)'],['Psychology']
577539.0,['Manager'],['NA'],['NA']
577525.0,"['team lead', 'Senior Software Engineer']",['Bachelor of Technology (B.Tech)'],['Computer Science']
577508.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
577504.0,"['Data Operations', 'Support Executive']",['Bachelor of Science (B.Sc)'],['NA']
577499.0,['NA'],['NA'],['NA']
577495.0,"['Accountant ,designer']",['Bachelor of Commerce (B.Com)'],"['Commerce,Designing']"
577491.0,['Dance Teacher'],"['Master of Business Administration (M.B.A.)', 'Bachelor of Business Administration (B.B.A.)']","['Marketing & HR', 'MARKETING']"
577454.0,['Software Engineer'],['Bachelor of Engineering (B.E.)'],['Computer science']
577448.0,['NA'],"['Bachelor of Business Administration (B.B.A.)', 'Master of Business Administration (M.B.A.)']","['MANAGEMENT', 'Data Analytics']"
577420.0,['NA'],['HSC/12'],['Computer Engineering']
577417.0,['NA'],['Other'],['Mycology and organic agriculture']
577412.0,"['Energy Market Analyst', 'Energy Market Analyst']","['Master of Technology (M.Tech)', 'Bachelor of Engineering (B.E.)']","['Integrated Power Systems', 'Electrical and Electronic Engineering']"
577411.0,['NA'],['HSC/12'],['Science']
577368.0,['NA'],['HSC/12'],['NA']
577332.0,['NA'],['NA'],['NA']
577319.0,['Owner'],['NA'],['NA']
577304.0,['NA'],['Bachelor of Engineering (B.E.)'],['Computer science ( not completed )']
577302.0,['Embedded Software Engineer'],['Bachelor of Technology (B.Tech)'],['Electronics & communication Engineering']
577283.0,['Manager'],['Master of Arts (M.A.)'],['Kannada Literature']
577267.0,"['Senior school coordinator, Physics and Maths teacher', 'Senior school coordinator, Physics and Mathematics teacher']",['Master of Science (M.Sc)'],['NA']
577191.0,['NA'],"['Bachelor of Commerce (B.Com)', 'Diploma', 'Master of Arts (M.A.)']","['NA', 'Yoga', 'Yoga']"
577124.0,['NA'],['Bachelor of Technology (B.Tech)'],['Electrical communication and electronic engineering']
577099.0,['NA'],['SSLC/10'],['NA']
576980.0,"['Senior SCM consultant', 'SAP consultant', 'SAP Consultant', 'Systems engineer']",['Bachelor of Engineering (B.E.)'],['Information technology']
576962.0,['COMPUTER OPERATOR'],['Undergraduate'],['PCB']
576919.0,"['Work Study (Trainee)', 'Research Assisstant']",['Master of Science (M.Sc)'],['Environmental and Sustainability Economics']
576915.0,['Omni sports leader'],['NA'],['NA']
576904.0,"['VVS engineer / CEO', 'Plumber', 'Plumber', 'Plumber / CEO']","['Other', 'Other']","['Klima, energi og miljø / VVS', 'Plumber']"
576830.0,"['Project manager', 'Site engineer']",['Diploma'],['Civil engineering']
576810.0,"['Manager', 'Sr software engineer']",['Bachelor of Technology (B.Tech)'],['Mechanical engineering']
576804.0,['NA'],['Other'],['NA']
576781.0,"['Quality Analyst', 'Quality Analyst']",['Master of Commerce (M.Com)'],['Business Administration']
576696.0,['NA'],['Bachelor of Science (B.Sc)'],['Physics']
576680.0,['NA'],['Bachelor of Technology (B.Tech)'],['biotechnology']
576662.0,['Developer'],['NA'],['NA']
576645.0,"['Digital Marketing', 'Search engine Optimization internship', 'Sale executive']",['Bachelor of Commerce (B.Com)'],['B.Com']
576643.0,"['Structure Engineer', 'Structure Engineer']",['Bachelor of Technology (B.Tech)'],['Civil Engineering']
576629.0,"['Teacher', 'Research Engineer', 'Software Engineer']",['Bachelor of Technology (B.Tech)'],['Information Technology']
576604.0,"['Level head in primary class', 'Primary level head and teacher']",['Bachelor of Science (B.Sc)'],['On teaching field for 4 years']
576586.0,"['Project leader', 'Quality advisor']",['Bachelor of Science (B.Sc)'],['Organisation studies']
576545.0,['Project manager'],['Other'],['Architecture']
576523.0,"['Screen Director, Assistant Director, Editor']",['Bachelor of Arts (B.A.)'],['NA']
576513.0,['Documentation Officer'],['HSC/12'],['Computer Science']
576501.0,['Operations Manager'],['Master of Arts (M.A.)'],['English']
576481.0,"['Area Sales Manager', 'Regional Sales Manager', 'Sales Executive', 'Brand Representive']",['NA'],['NA']
576462.0,['Copywriter and Coach'],['Bachelor of Arts (B.A.)'],['Creative Writing and Literature']
576461.0,"['IT Support Analyst', 'Network Analyst', 'Service Desk Analyst', 'IT Customer Support']","['Master of Engineering (M.E.)', 'Master of Computer Application (M.C.A.)', 'Bachelor of Education (B.Ed.)', 'Bachelor of Science (B.Sc)']","['NA', 'Physics Chemistry Mathematics']"
576460.0,"['Senior Manager', 'Managing Director', 'Computer Technician']",['Bachelor of Business Administration (B.B.A.)'],['NA']
576455.0,"['Relationship manager', 'Sales executive', 'Relationship manager']",['Bachelor of Arts (B.A.)'],['Economics']
576445.0,['Software Engineer'],['Bachelor of Technology (B.Tech)'],['Textiles']
576426.0,['NA'],['Bachelor of Technology (B.Tech)'],['Computer Science']
576390.0,"['Sr.SME', 'Sales executive', 'Catalogue quality analysis.', 'Sr.SME']",['Master of Business Administration (M.B.A.)'],['Marketing']
576378.0,"['Social Media Analyst', 'Social Media Executive']",['Bachelor of Business Management (B.B.M)'],['Human Resources']
576374.0,['NA'],['Bachelor of Technology (B.Tech)'],['Ece']
576372.0,"['Garment Production Manager', 'Garment Production Manager']",['Diploma'],['Fashion Merchandising']
576365.0,['Media Consultant'],['Master of Arts (M.A.)'],"['Entertainment, media and advertising (advertising and marketing)']"
576293.0,"['Talent Researcher', 'Recruiter']",['Master of Business Administration (M.B.A.)'],['HR']
576290.0,['NA'],['Bachelor of Science (B.Sc)'],['Hospitality and Catering Services']
576286.0,['Occupational Health and Safety Officer'],"['Master of Engineering (M.E.)', 'Bachelor of Engineering (B.E.)']","['Mechanical Engineering', 'Mechanical Engineering']"
576233.0,['NA'],['NA'],['NA']
576228.0,['Marketing'],['Bachelor of Commerce (B.Com)'],['NA']
576222.0,"['Designer', 'Salesman']","['Bachelor of Business Management (B.B.M)', 'Diploma']","['Marketing', 'Designing']"
576181.0,['Primary Level teacher'],['HSC/12'],['NA']
576175.0,['NA'],['HSC/12'],['Electronics']
576169.0,['Business development officer'],['Bachelor of Engineering (B.E.)'],['Civil engineering']
576161.0,"['Software engineer', 'Software engineer']",['Master of Science (M.Sc)'],['Computer science']
576151.0,['Assistant Manager'],['Master of Business Administration (M.B.A.)'],['Finance & Marketing']
576138.0,"['Operations Manager', '• Administration Manager', 'IT Resourcer']","['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)', 'Postgraduate']","['English Lit', 'Public Administration', 'Personnel Management and Industrial Relations']"
576117.0,['Proprietor'],['Master of Business Administration (M.B.A.)'],['NA']
576114.0,['Analyst'],['Bachelor of Business Administration (B.B.A.)'],['International Business']
576065.0,"['Service and Sales Specialist', 'Process Expert']","['Bachelor of Commerce (B.Com)', 'Undergraduate']","['Corporate Secretaryship', 'Commerce with computer science stream']"
576004.0,['Software developer / consultant / expert'],['Bachelor of Engineering (B.E.)'],['Compter science']
575987.0,"['Software Engineer', 'Software Design Engineer', 'Software Test Engineer']",['Master of Engineering (M.E.)'],['Computer Engineering']
575975.0,['Data Analyst'],['Master of Business Administration (M.B.A.)'],['IT']
575933.0,"['Senior Analyst', 'Associate Project Lead', 'Survey Data Research Analyst']","['Master of Science (M.Sc)', 'Bachelor of Technology (B.Tech)']","['Applied Cognition & Neuroscience (Psychology)', 'Engineering Physics']"
575923.0,"['TGT MATHS', 'TGT MATHS', 'TGT MATHS', 'PGT MATHS']","['Master of Arts (M.A.)', 'Bachelor of Education (B.Ed.)', 'Bachelor - Other']","['MATHEMATICS', 'MATHEMATICS', 'MATHEMATICS']"
575894.0,['Teacher'],"['Bachelor of Education (B.Ed.)', 'Bachelor of Arts (B.A.)']","['Primary Education', 'English Literature']"
575868.0,['Clinic manager'],['Master of Arts (M.A.)'],['NA']
575834.0,"['TGT(Mathematics)', 'TGT(Mathematics)']","['SSLC/10', 'HSC/12', 'Bachelor of Science (B.Sc)', 'Bachelor of Education (B.Ed.)', 'Master of Science (M.Sc)']","['NA', 'Mathematics', 'Mathematics', 'Mathematics']"
575825.0,"['Accounts Associate', 'Taxation Associate']",['Bachelor of Commerce (B.Com)'],['Accounts']
575706.0,['Assistant manager'],['Bachelor of Commerce (B.Com)'],['Accounting']
575677.0,['Computer Operator'],['Master of Commerce (M.Com)'],['NA']
575658.0,"['waitress', 'waitress']",['Diploma'],['NA']
575648.0,"['Primary class teacher', 'Senior Engineer', 'Senior class teacher']","['Bachelor of Technology (B.Tech)', 'Bachelor of Law (B.L. / LLB)', 'SSLC/10', 'Undergraduate']","['Mechanical', 'Science']"
575625.0,"['Associate Consultant', 'Consultant', 'Senior Software Engineer-II']",['Bachelor of Technology (B.Tech)'],['Information Technology']
575589.0,"['Student Research Assistant', 'Student Research Assistant']","['Master of Engineering (M.E.)', 'Bachelor of Technology (B.Tech)']","['Biomedical Engineering', 'Metallurgical and Materials Engineering']"
575526.0,['NA'],['Bachelor of Commerce (B.Com)'],['B.com in finance']
575510.0,['NA'],['Bachelor of Engineering (B.E.)'],['Mechanical']
575500.0,['NA'],['Bachelor of Computer Application (B.C.A.)'],['NA']
575484.0,"['Sr. Design engineer', 'Design engineer', 'Design engineer']",['Bachelor of Engineering (B.E.)'],['Mechanical engineering']
575460.0,['E-librarian'],['Bachelor of Science (B.Sc)'],['Chemistry Botany Zoology']
575448.0,['NA'],['Bachelor of Commerce (B.Com)'],['Fiance']
575405.0,['NA'],['Bachelor - Other'],['Violin']
575380.0,['Chief Manager'],"['Master of Science (M.Sc)', 'Master of Science (M.Sc)', 'Bachelor of Education (B.Ed.)']","['Bio-Chemistry', 'Counselling & Spuritual Health', 'Nil']"
575349.0,['Teacher'],['Bachelor of Science (B.Sc)'],['Mathematics']
575333.0,['SDE'],"['Bachelor of Engineering (B.E.)', 'Master - Other']","['NA', 'Computer and information security']"
